year,status,description
2014,Candidate,"the jdm lifestyle (aka com.hondatech) application 6.4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the competition information (aka com.ear.bilgiyarismasi) application 0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the myvcccd (aka com.dub.app.ventura) application 1.4.14 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the sacramento kings (aka com.tibco.gse.sports) application 6.0.8 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ubooly (aka com.ubooly.ubooly) application 4.3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the superbike magazine (aka com.triactivemedia.superbike) application @7f08017a for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,
2014,Candidate,"the fylet secure large file sender (aka com.application.fyletfilesender) application 2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the woodcraft magazine (aka com.magzter.woodcraftmagazine) application 3.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the www.sm3ny.com (aka sm3ny.com) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the talk radio europe (aka com.nobexinc.wls_31251464.rc) application 3.3.10 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the car insurance quote comparison (aka com.seopa.quotezone) application 2.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the oskarshamnsliv (aka appinventor.ai_stadslivsguiden.oskarshamnsliv) application 6.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the gymnoovp (iovp) (aka com.johtru.gymnoovp) application 1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the orakel-ball (aka com.worakelball) application 0.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the human factor (aka com.magzter.thehumanfactor) application 3.01 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the stop headaches and migraines (aka com.stopheadachesandmigraines) application 1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the nesvarnik (aka cz.dtest.nesvarnik) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the android excellence (aka an.exc.ap) application 1.4.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the nasa universe wallpapers xeus (aka com.xeusnasa) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,
2014,Candidate,"the letters to god - soc. network (aka com.wpismakboguletterstogod) application 0.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the nra journal (aka com.magazinecloner.nationalrifleassociationjournal) application @7f080181 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the forest area fcu mobile (aka com.metova.cuae.fafcu) application 1.0.29 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the itography item hunt (aka com.itography.application) application 3.0.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the gnam 2013 (aka com.beepeers.gndam) application 1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the model laboratory (aka com.magazinecloner.modellaboratory) application @7f080193 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the dhanam (aka com.magzter.dhanam) application 3.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
